,SATRIM,Medyan,B,C,Mevsimsel Düzeltilmiş Enflasyon,Ortalama
2023-03-31,2.147985928896002,2.3091008595000684,2.402771037330975,2.424629127452538,2.2872982808789244,2.314357046811702
2023-04-30,1.948214124103347,1.9283503822540293,2.535033267665332,2.9465815293568065,1.849459979873047,2.2415278566505124
2023-05-31,2.8019580087287923,3.125820015457248,3.1611382998006032,3.700341895857928,0.15326803233410846,2.588505250435736
2023-06-30,2.7346091808515345,2.841394035038447,3.7486382963769938,4.2267219077629425,4.5723607550687495,3.624744835019734
2023-07-31,7.152314338784843,6.962311235883756,8.869977560438635,9.556957300686753,9.611041778094709,8.43052044277774
2023-08-31,8.076683857019844,8.11447875740139,9.224546939410438,8.759049484711712,9.529392629139167,8.740830333536511
2023-09-30,4.294428106389779,4.412483032381087,4.474115217546126,4.557770921108273,4.568264084398099,4.461412272364673
2023-10-31,3.6925144480392333,3.363747829667618,3.1858117549228515,3.3614452416974805,3.0621664161706086,3.3331371380995582
2023-11-30,2.629430445976871,2.569717075090394,3.4500980929670355,3.0905349197837717,4.074684365544612,3.162892979872537
2023-12-31,2.7454655637775267,2.7781188877092244,3.403358661643585,3.5602072160093146,3.5168533127379,3.2008007283755107
2024-01-31,4.346994545707718,4.341833965215902,5.8243793997776905,6.323812885184488,5.399024754190096,5.247209110015179
2024-02-29,3.995823381764347,4.291147367685633,4.165207851924468,3.4861377985176967,3.9352600922255565,3.97471529842354
2024-03-31,3.0983969009405743,3.25115188934455,3.3432300711444762,3.782616741718603,3.1397311720722465,3.32302535504409
2024-04-30,2.9469027032102444,3.0786658524588617,3.0865469053220407,3.379655496249434,2.7677548074882097,3.051905152945758
2024-05-31,3.573325304421528,3.595617612528623,3.285446858633234,3.17430201002713,3.5423006136377166,3.434198479849646
2024-06-30,2.0197787951935426,1.926478322636327,2.360757560329896,2.2847717178696936,2.383875815052372,2.1951324422163663
2024-07-31,2.195474017750383,2.1012624218082143,2.7181346583307064,2.755122610311145,3.5544664620286825,2.664892034045826
2024-08-31,1.9600004178238215,2.059116128346594,2.7052807933295453,2.7793389393762746,2.829167137009958,2.4665806831772388
2024-09-30,2.2536569452358592,2.343576123992741,2.7141705443898934,2.9585035698072693,2.7956447140522256,2.6131103794955974
